gene_ncbi,set,type
10898,mentioned_hits_null,aff_ms
100526740,mentioned_hits_null,aff_ms
10901,mentioned_hits_null,aff_ms
10902,mentioned_hits_null,aff_ms
84629,mentioned_hits_null,aff_ms
92822,mentioned_hits_null,aff_ms
27288,mentioned_hits_null,aff_ms
10906,mentioned_hits_null,aff_ms
10907,mentioned_hits_null,aff_ms
10908,mentioned_hits_null,aff_ms
27292,mentioned_hits_null,aff_ms
10910,mentioned_hits_null,aff_ms
27295,mentioned_hits_null,aff_ms
2720,mentioned_hits_null,aff_ms
27293,mentioned_hits_null,aff_ms
10914,mentioned_hits_null,aff_ms
10915,mentioned_hits_null,aff_ms
10916,mentioned_hits_null,aff_ms
84640,mentioned_hits_null,aff_ms
2717,mentioned_hits_null,aff_ms
10919,mentioned_hits_null,aff_ms
10920,mentioned_hits_null,aff_ms
10921,mentioned_hits_null,aff_ms
2730,mentioned_hits_null,aff_ms
10923,mentioned_hits_null,aff_ms
2734,mentioned_hits_null,aff_ms
10927,mentioned_hits_null,aff_ms
84656,mentioned_hits_null,aff_ms
27314,mentioned_hits_null,aff_ms
27316,mentioned_hits_null,aff_ms
10933,mentioned_hits_null,aff_ms
84661,mentioned_hits_null,aff_ms
10935,mentioned_hits_null,aff_ms
2744,mentioned_hits_null,aff_ms
2746,mentioned_hits_null,aff_ms
10938,mentioned_hits_null,aff_ms
2747,mentioned_hits_null,aff_ms
10939,mentioned_hits_null,aff_ms
84669,mentioned_hits_null,aff_ms
27327,mentioned_hits_null,aff_ms
10942,mentioned_hits_null,aff_ms
10940,mentioned_hits_null,aff_ms
10946,mentioned_hits_null,aff_ms
116150,mentioned_hits_null,aff_ms
27332,mentioned_hits_null,aff_ms
10949,mentioned_hits_null,aff_ms
84678,mentioned_hits_null,aff_ms
10951,mentioned_hits_null,aff_ms
10952,mentioned_hits_null,aff_ms
27335,mentioned_hits_null,aff_ms
10954,mentioned_hits_null,aff_ms
27339,mentioned_hits_null,aff_ms
27340,mentioned_hits_null,aff_ms
27336,mentioned_hits_null,aff_ms
27341,mentioned_hits_null,aff_ms
84687,mentioned_hits_null,aff_ms
2767,mentioned_hits_null,aff_ms
2768,mentioned_hits_null,aff_ms
10960,mentioned_hits_null,aff_ms
2770,mentioned_hits_null,aff_ms
10963,mentioned_hits_null,aff_ms
10961,mentioned_hits_null,aff_ms
2773,mentioned_hits_null,aff_ms
27346,mentioned_hits_null,aff_ms
27350,mentioned_hits_null,aff_ms
10962,mentioned_hits_null,aff_ms
10969,mentioned_hits_null,aff_ms
10970,mentioned_hits_null,aff_ms
2778,mentioned_hits_null,aff_ms
10971,mentioned_hits_null,aff_ms
10972,mentioned_hits_null,aff_ms
2782,mentioned_hits_null,aff_ms
10973,mentioned_hits_null,aff_ms
2783,mentioned_hits_null,aff_ms
10978,mentioned_hits_null,aff_ms
2787,mentioned_hits_null,aff_ms
10980,mentioned_hits_null,aff_ms
2788,mentioned_hits_null,aff_ms
2786,mentioned_hits_null,aff_ms
10982,mentioned_hits_null,aff_ms
10985,mentioned_hits_null,aff_ms
55794,mentioned_hits_null,aff_ms
10987,mentioned_hits_null,aff_ms
10988,mentioned_hits_null,aff_ms
10989,mentioned_hits_null,aff_ms
84717,mentioned_hits_null,aff_ms
2799,mentioned_hits_null,aff_ms
10992,mentioned_hits_null,aff_ms
2801,mentioned_hits_null,aff_ms
2802,mentioned_hits_null,aff_ms
10994,mentioned_hits_null,aff_ms
2804,mentioned_hits_null,aff_ms
2803,mentioned_hits_null,aff_ms
84726,mentioned_hits_null,aff_ms
166647,mentioned_hits_null,aff_ms
10999,mentioned_hits_null,aff_ms
2186,mentioned_hits_null,aff_ms
2810,mentioned_hits_null,aff_ms
2806,mentioned_hits_null,aff_ms
11004,mentioned_hits_null,aff_ms
84733,mentioned_hits_null,aff_ms
100526842,mentioned_hits_null,aff_ms
11001,mentioned_hits_null,aff_ms
11009,mentioned_hits_null,aff_ms
11010,mentioned_hits_null,aff_ms
150275,mentioned_hits_null,aff_ms
2820,mentioned_hits_null,aff_ms
2821,mentioned_hits_null,aff_ms
11014,mentioned_hits_null,aff_ms
2817,mentioned_hits_null,aff_ms
11016,mentioned_hits_null,aff_ms
11017,mentioned_hits_null,aff_ms
11018,mentioned_hits_null,aff_ms
11021,mentioned_hits_null,aff_ms
84749,mentioned_hits_null,aff_ms
84752,mentioned_hits_null,aff_ms
2192,mentioned_hits_null,aff_ms
84759,mentioned_hits_null,aff_ms
11034,mentioned_hits_null,aff_ms
117531,mentioned_hits_null,aff_ms
11040,mentioned_hits_null,aff_ms
11041,mentioned_hits_null,aff_ms
27429,mentioned_hits_null,aff_ms
27430,mentioned_hits_null,aff_ms
11047,mentioned_hits_null,aff_ms
11051,mentioned_hits_null,aff_ms
11052,mentioned_hits_null,aff_ms
27436,mentioned_hits_null,aff_ms
11055,mentioned_hits_null,aff_ms
27440,mentioned_hits_null,aff_ms
11056,mentioned_hits_null,aff_ms
11059,mentioned_hits_null,aff_ms
11060,mentioned_hits_null,aff_ms
387893,mentioned_hits_null,aff_ms
84790,mentioned_hits_null,aff_ms
27443,mentioned_hits_null,aff_ms
27445,mentioned_hits_null,aff_ms
2873,mentioned_hits_null,aff_ms
2874,mentioned_hits_null,aff_ms
2876,mentioned_hits_null,aff_ms
11073,mentioned_hits_null,aff_ms
11075,mentioned_hits_null,aff_ms
2885,mentioned_hits_null,aff_ms
11078,mentioned_hits_null,aff_ms
11079,mentioned_hits_null,aff_ms
11080,mentioned_hits_null,aff_ms
2889,mentioned_hits_null,aff_ms
84811,mentioned_hits_null,aff_ms
11083,mentioned_hits_null,aff_ms
723790,mentioned_hits_null,aff_ms
2896,mentioned_hits_null,aff_ms
11091,mentioned_hits_null,aff_ms
11092,mentioned_hits_null,aff_ms
84823,mentioned_hits_null,aff_ms
2906,mentioned_hits_null,aff_ms
2907,mentioned_hits_null,aff_ms
2908,mentioned_hits_null,aff_ms
11100,mentioned_hits_null,aff_ms
11099,mentioned_hits_null,aff_ms
11103,mentioned_hits_null,aff_ms
338785,mentioned_hits_null,aff_ms
84833,mentioned_hits_null,aff_ms
84836,mentioned_hits_null,aff_ms
11113,mentioned_hits_null,aff_ms
2923,mentioned_hits_null,aff_ms
11116,mentioned_hits_null,aff_ms
84844,mentioned_hits_null,aff_ms
2926,mentioned_hits_null,aff_ms
2931,mentioned_hits_null,aff_ms
11124,mentioned_hits_null,aff_ms
2932,mentioned_hits_null,aff_ms
2934,mentioned_hits_null,aff_ms
11127,mentioned_hits_null,aff_ms
2935,mentioned_hits_null,aff_ms
11128,mentioned_hits_null,aff_ms
84858,mentioned_hits_null,aff_ms
11130,mentioned_hits_null,aff_ms
84859,mentioned_hits_null,aff_ms
84861,mentioned_hits_null,aff_ms
11135,mentioned_hits_null,aff_ms
84864,mentioned_hits_null,aff_ms
11137,mentioned_hits_null,aff_ms
2947,mentioned_hits_null,aff_ms
11140,mentioned_hits_null,aff_ms
11141,mentioned_hits_null,aff_ms
2950,mentioned_hits_null,aff_ms
2948,mentioned_hits_null,aff_ms
2956,mentioned_hits_null,aff_ms
84878,mentioned_hits_null,aff_ms
11151,mentioned_hits_null,aff_ms
2959,mentioned_hits_null,aff_ms
2961,mentioned_hits_null,aff_ms
2962,mentioned_hits_null,aff_ms
84883,mentioned_hits_null,aff_ms
2963,mentioned_hits_null,aff_ms
11157,mentioned_hits_null,aff_ms
11160,mentioned_hits_null,aff_ms
60312,mentioned_hits_null,aff_ms
2969,mentioned_hits_null,aff_ms
11163,mentioned_hits_null,aff_ms
11164,mentioned_hits_null,aff_ms
84893,mentioned_hits_null,aff_ms
2975,mentioned_hits_null,aff_ms
2976,mentioned_hits_null,aff_ms
11169,mentioned_hits_null,aff_ms
84896,mentioned_hits_null,aff_ms
11171,mentioned_hits_null,aff_ms
11168,mentioned_hits_null,aff_ms
84898,mentioned_hits_null,aff_ms
11176,mentioned_hits_null,aff_ms
84904,mentioned_hits_null,aff_ms
11180,mentioned_hits_null,aff_ms
84908,mentioned_hits_null,aff_ms
84913,mentioned_hits_null,aff_ms
11187,mentioned_hits_null,aff_ms
84916,mentioned_hits_null,aff_ms
2997,mentioned_hits_null,aff_ms
11189,mentioned_hits_null,aff_ms
84919,mentioned_hits_null,aff_ms
11188,mentioned_hits_null,aff_ms
11194,mentioned_hits_null,aff_ms
84923,mentioned_hits_null,aff_ms
84924,mentioned_hits_null,aff_ms
11196,mentioned_hits_null,aff_ms
3005,mentioned_hits_null,aff_ms
3006,mentioned_hits_null,aff_ms
11198,mentioned_hits_null,aff_ms
3008,mentioned_hits_null,aff_ms
3009,mentioned_hits_null,aff_ms
84930,mentioned_hits_null,aff_ms
84926,mentioned_hits_null,aff_ms
3012,mentioned_hits_null,aff_ms
3013,mentioned_hits_null,aff_ms
3014,mentioned_hits_null,aff_ms
11200,mentioned_hits_null,aff_ms
150472,mentioned_hits_null,aff_ms
3017,mentioned_hits_null,aff_ms
3018,mentioned_hits_null,aff_ms
3021,mentioned_hits_null,aff_ms
11214,mentioned_hits_null,aff_ms
11216,mentioned_hits_null,aff_ms
3024,mentioned_hits_null,aff_ms
11218,mentioned_hits_null,aff_ms
84946,mentioned_hits_null,aff_ms
3028,mentioned_hits_null,aff_ms
84950,mentioned_hits_null,aff_ms
3030,mentioned_hits_null,aff_ms
3032,mentioned_hits_null,aff_ms
11224,mentioned_hits_null,aff_ms
3034,mentioned_hits_null,aff_ms
11222,mentioned_hits_null,aff_ms
11228,mentioned_hits_null,aff_ms
2232,mentioned_hits_null,aff_ms
84959,mentioned_hits_null,aff_ms
3040,mentioned_hits_null,aff_ms
11231,mentioned_hits_null,aff_ms
3039,mentioned_hits_null,aff_ms
11235,mentioned_hits_null,aff_ms
3043,mentioned_hits_null,aff_ms
3045,mentioned_hits_null,aff_ms
3047,mentioned_hits_null,aff_ms
3048,mentioned_hits_null,aff_ms
84967,mentioned_hits_null,aff_ms
3052,mentioned_hits_null,aff_ms
3054,mentioned_hits_null,aff_ms
51082,mentioned_hits_null,aff_ms
84976,mentioned_hits_null,aff_ms
11253,mentioned_hits_null,aff_ms
3065,mentioned_hits_null,aff_ms
3066,mentioned_hits_null,aff_ms
60412,mentioned_hits_null,aff_ms
3069,mentioned_hits_null,aff_ms
125950,mentioned_hits_null,aff_ms
11260,mentioned_hits_null,aff_ms
84991,mentioned_hits_null,aff_ms
84993,mentioned_hits_null,aff_ms
11266,mentioned_hits_null,aff_ms
134147,mentioned_hits_null,aff_ms
3070,mentioned_hits_null,aff_ms
11273,mentioned_hits_null,aff_ms
11274,mentioned_hits_null,aff_ms
3084,mentioned_hits_null,aff_ms
3091,mentioned_hits_null,aff_ms
11284,mentioned_hits_null,aff_ms
3093,mentioned_hits_null,aff_ms
85015,mentioned_hits_null,aff_ms
3096,mentioned_hits_null,aff_ms
3097,mentioned_hits_null,aff_ms
3098,mentioned_hits_null,aff_ms
3099,mentioned_hits_null,aff_ms
3106,mentioned_hits_null,aff_ms
3107,mentioned_hits_null,aff_ms
125988,mentioned_hits_null,aff_ms
11311,mentioned_hits_null,aff_ms
29928,mentioned_hits_null,aff_ms
11313,mentioned_hits_null,aff_ms
126003,mentioned_hits_null,aff_ms
11316,mentioned_hits_null,aff_ms
51096,mentioned_hits_null,aff_ms
11315,mentioned_hits_null,aff_ms
11319,mentioned_hits_null,aff_ms
166968,mentioned_hits_null,aff_ms
11321,mentioned_hits_null,aff_ms
51097,mentioned_hits_null,aff_ms
11325,mentioned_hits_null,aff_ms
51098,mentioned_hits_null,aff_ms
60481,mentioned_hits_null,aff_ms
11329,mentioned_hits_null,aff_ms
60482,mentioned_hits_null,aff_ms
11331,mentioned_hits_null,aff_ms
11332,mentioned_hits_null,aff_ms
11333,mentioned_hits_null,aff_ms
3141,mentioned_hits_null,aff_ms
11335,mentioned_hits_null,aff_ms
60488,mentioned_hits_null,aff_ms
11337,mentioned_hits_null,aff_ms
11338,mentioned_hits_null,aff_ms
3146,mentioned_hits_null,aff_ms
3148,mentioned_hits_null,aff_ms
60493,mentioned_hits_null,aff_ms
134218,mentioned_hits_null,aff_ms
3151,mentioned_hits_null,aff_ms
11340,mentioned_hits_null,aff_ms
3150,mentioned_hits_null,aff_ms
11344,mentioned_hits_null,aff_ms
3156,mentioned_hits_null,aff_ms
3159,mentioned_hits_null,aff_ms
3161,mentioned_hits_null,aff_ms
3163,mentioned_hits_null,aff_ms
3169,mentioned_hits_null,aff_ms
51105,mentioned_hits_null,aff_ms
3178,mentioned_hits_null,aff_ms
3181,mentioned_hits_null,aff_ms
3182,mentioned_hits_null,aff_ms
3183,mentioned_hits_null,aff_ms
3184,mentioned_hits_null,aff_ms
3185,mentioned_hits_null,aff_ms
60528,mentioned_hits_null,aff_ms
3187,mentioned_hits_null,aff_ms
3188,mentioned_hits_null,aff_ms
3189,mentioned_hits_null,aff_ms
3190,mentioned_hits_null,aff_ms
3191,mentioned_hits_null,aff_ms
3192,mentioned_hits_null,aff_ms
51109,mentioned_hits_null,aff_ms
93323,mentioned_hits_null,aff_ms
445582,mentioned_hits_null,aff_ms
60559,mentioned_hits_null,aff_ms
60560,mentioned_hits_null,aff_ms
100101267,mentioned_hits_null,aff_ms
150684,mentioned_hits_null,aff_ms
93343,mentioned_hits_null,aff_ms
388272,mentioned_hits_null,aff_ms
60592,mentioned_hits_null,aff_ms
3251,mentioned_hits_null,aff_ms
3265,mentioned_hits_null,aff_ms
3267,mentioned_hits_null,aff_ms
93380,mentioned_hits_null,aff_ms
3275,mentioned_hits_null,aff_ms
3276,mentioned_hits_null,aff_ms
60625,mentioned_hits_null,aff_ms
150737,mentioned_hits_null,aff_ms
3281,mentioned_hits_null,aff_ms
60626,mentioned_hits_null,aff_ms
3295,mentioned_hits_null,aff_ms
3297,mentioned_hits_null,aff_ms
10425,mentioned_hits_null,aff_ms
3300,mentioned_hits_null,aff_ms
3301,mentioned_hits_null,aff_ms
3303,mentioned_hits_null,aff_ms
3304,mentioned_hits_null,aff_ms
3305,mentioned_hits_null,aff_ms
3306,mentioned_hits_null,aff_ms
83696,mentioned_hits_null,aff_ms
3308,mentioned_hits_null,aff_ms
10427,mentioned_hits_null,aff_ms
3309,mentioned_hits_null,aff_ms
3310,mentioned_hits_null,aff_ms
3312,mentioned_hits_null,aff_ms
3313,mentioned_hits_null,aff_ms
57646,mentioned_hits_null,aff_ms
3315,mentioned_hits_null,aff_ms
85236,mentioned_hits_null,aff_ms
85235,mentioned_hits_null,aff_ms
57647,mentioned_hits_null,aff_ms
3320,mentioned_hits_null,aff_ms
57648,mentioned_hits_null,aff_ms
93436,mentioned_hits_null,aff_ms
3326,mentioned_hits_null,aff_ms
404734,mentioned_hits_null,aff_ms
126208,mentioned_hits_null,aff_ms
3329,mentioned_hits_null,aff_ms
3336,mentioned_hits_null,aff_ms
60681,mentioned_hits_null,aff_ms
3337,mentioned_hits_null,aff_ms
3339,mentioned_hits_null,aff_ms
60684,mentioned_hits_null,aff_ms
60686,mentioned_hits_null,aff_ms
339230,mentioned_hits_null,aff_ms
134430,mentioned_hits_null,aff_ms
3376,mentioned_hits_null,aff_ms
199990,mentioned_hits_null,aff_ms
85302,mentioned_hits_null,aff_ms
167227,mentioned_hits_null,aff_ms
85313,mentioned_hits_null,aff_ms
3396,mentioned_hits_null,aff_ms
3397,mentioned_hits_null,aff_ms
3398,mentioned_hits_null,aff_ms
3400,mentioned_hits_null,aff_ms
126282,mentioned_hits_null,aff_ms
142678,mentioned_hits_null,aff_ms
339287,mentioned_hits_null,aff_ms
3416,mentioned_hits_null,aff_ms
3417,mentioned_hits_null,aff_ms
3418,mentioned_hits_null,aff_ms
3419,mentioned_hits_null,aff_ms
3420,mentioned_hits_null,aff_ms
3428,mentioned_hits_null,aff_ms
3429,mentioned_hits_null,aff_ms
3431,mentioned_hits_null,aff_ms
3433,mentioned_hits_null,aff_ms
3434,mentioned_hits_null,aff_ms
3437,mentioned_hits_null,aff_ms
85363,mentioned_hits_null,aff_ms
85364,mentioned_hits_null,aff_ms
257397,mentioned_hits_null,aff_ms
85366,mentioned_hits_null,aff_ms
653604,mentioned_hits_null,aff_ms
257407,mentioned_hits_null,aff_ms
85379,mentioned_hits_null,aff_ms
257415,mentioned_hits_null,aff_ms
200081,mentioned_hits_null,aff_ms
126353,mentioned_hits_null,aff_ms
3475,mentioned_hits_null,aff_ms
3476,mentioned_hits_null,aff_ms
85395,mentioned_hits_null,aff_ms
85397,mentioned_hits_null,aff_ms
3479,mentioned_hits_null,aff_ms
3480,mentioned_hits_null,aff_ms
3482,mentioned_hits_null,aff_ms
93594,mentioned_hits_null,aff_ms
85403,mentioned_hits_null,aff_ms
85413,mentioned_hits_null,aff_ms
26515,mentioned_hits_null,aff_ms
85416,mentioned_hits_null,aff_ms
388524,mentioned_hits_null,aff_ms
6652,mentioned_hits_null,aff_ms
93621,mentioned_hits_null,aff_ms
10467,mentioned_hits_null,aff_ms
93624,mentioned_hits_null,aff_ms
93627,mentioned_hits_null,aff_ms
85440,mentioned_hits_null,aff_ms
85441,mentioned_hits_null,aff_ms
85451,mentioned_hits_null,aff_ms
85456,mentioned_hits_null,aff_ms
85461,mentioned_hits_null,aff_ms
3550,mentioned_hits_null,aff_ms
3551,mentioned_hits_null,aff_ms
151011,mentioned_hits_null,aff_ms
3560,mentioned_hits_null,aff_ms
3572,mentioned_hits_null,aff_ms
3579,mentioned_hits_null,aff_ms
3608,mentioned_hits_null,aff_ms
3609,mentioned_hits_null,aff_ms
3611,mentioned_hits_null,aff_ms
3613,mentioned_hits_null,aff_ms
3614,mentioned_hits_null,aff_ms
3615,mentioned_hits_null,aff_ms
3621,mentioned_hits_null,aff_ms
3622,mentioned_hits_null,aff_ms
347688,mentioned_hits_null,aff_ms
3635,mentioned_hits_null,aff_ms
3636,mentioned_hits_null,aff_ms
59339,mentioned_hits_null,aff_ms
3646,mentioned_hits_null,aff_ms
126526,mentioned_hits_null,aff_ms
28227,mentioned_hits_null,aff_ms
3654,mentioned_hits_null,aff_ms
3655,mentioned_hits_null,aff_ms
3656,mentioned_hits_null,aff_ms
3658,mentioned_hits_null,aff_ms
28234,mentioned_hits_null,aff_ms
3661,mentioned_hits_null,aff_ms
3667,mentioned_hits_null,aff_ms
347733,mentioned_hits_null,aff_ms
3672,mentioned_hits_null,aff_ms
388697,mentioned_hits_null,aff_ms
388698,mentioned_hits_null,aff_ms
142940,mentioned_hits_null,aff_ms
3678,mentioned_hits_null,aff_ms
57720,mentioned_hits_null,aff_ms
126567,mentioned_hits_null,aff_ms
3688,mentioned_hits_null,aff_ms
3691,mentioned_hits_null,aff_ms
3692,mentioned_hits_null,aff_ms
192111,mentioned_hits_null,aff_ms
3695,mentioned_hits_null,aff_ms
3697,mentioned_hits_null,aff_ms
3698,mentioned_hits_null,aff_ms
3702,mentioned_hits_null,aff_ms
3703,mentioned_hits_null,aff_ms
54467,mentioned_hits_null,aff_ms
3709,mentioned_hits_null,aff_ms
3710,mentioned_hits_null,aff_ms
3712,mentioned_hits_null,aff_ms
3714,mentioned_hits_null,aff_ms
3716,mentioned_hits_null,aff_ms
3717,mentioned_hits_null,aff_ms
3718,mentioned_hits_null,aff_ms
26524,mentioned_hits_null,aff_ms
3725,mentioned_hits_null,aff_ms
3726,mentioned_hits_null,aff_ms
3728,mentioned_hits_null,aff_ms
388753,mentioned_hits_null,aff_ms
474,mentioned_hits_null,aff_ms
3735,mentioned_hits_null,aff_ms
3759,mentioned_hits_null,aff_ms
3765,mentioned_hits_null,aff_ms
118460,mentioned_hits_null,aff_ms
10520,mentioned_hits_null,aff_ms
3784,mentioned_hits_null,aff_ms
151246,mentioned_hits_null,aff_ms
134864,mentioned_hits_null,aff_ms
3796,mentioned_hits_null,aff_ms
3799,mentioned_hits_null,aff_ms
3800,mentioned_hits_null,aff_ms
118487,mentioned_hits_null,aff_ms
3815,mentioned_hits_null,aff_ms
200424,mentioned_hits_null,aff_ms
3817,mentioned_hits_null,aff_ms
3831,mentioned_hits_null,aff_ms
3832,mentioned_hits_null,aff_ms
3833,mentioned_hits_null,aff_ms
3835,mentioned_hits_null,aff_ms
3836,mentioned_hits_null,aff_ms
3837,mentioned_hits_null,aff_ms
3838,mentioned_hits_null,aff_ms
3839,mentioned_hits_null,aff_ms
3840,mentioned_hits_null,aff_ms
3841,mentioned_hits_null,aff_ms
3842,mentioned_hits_null,aff_ms
3843,mentioned_hits_null,aff_ms
3848,mentioned_hits_null,aff_ms
3849,mentioned_hits_null,aff_ms
3850,mentioned_hits_null,aff_ms
3851,mentioned_hits_null,aff_ms
3852,mentioned_hits_null,aff_ms
3853,mentioned_hits_null,aff_ms
3855,mentioned_hits_null,aff_ms
3856,mentioned_hits_null,aff_ms
3857,mentioned_hits_null,aff_ms
3858,mentioned_hits_null,aff_ms
3859,mentioned_hits_null,aff_ms
3860,mentioned_hits_null,aff_ms
93973,mentioned_hits_null,aff_ms
3861,mentioned_hits_null,aff_ms
3866,mentioned_hits_null,aff_ms
3868,mentioned_hits_null,aff_ms
3872,mentioned_hits_null,aff_ms
93986,mentioned_hits_null,aff_ms
3875,mentioned_hits_null,aff_ms
3880,mentioned_hits_null,aff_ms
3884,mentioned_hits_null,aff_ms
339761,mentioned_hits_null,aff_ms
3890,mentioned_hits_null,aff_ms
3891,mentioned_hits_null,aff_ms
3895,mentioned_hits_null,aff_ms
63979,mentioned_hits_null,aff_ms
3910,mentioned_hits_null,aff_ms
3911,mentioned_hits_null,aff_ms
94025,mentioned_hits_null,aff_ms
3914,mentioned_hits_null,aff_ms
3915,mentioned_hits_null,aff_ms
3916,mentioned_hits_null,aff_ms
3920,mentioned_hits_null,aff_ms
3921,mentioned_hits_null,aff_ms
94033,mentioned_hits_null,aff_ms
3925,mentioned_hits_null,aff_ms
3927,mentioned_hits_null,aff_ms
388951,mentioned_hits_null,aff_ms
3930,mentioned_hits_null,aff_ms
3932,mentioned_hits_null,aff_ms
3937,mentioned_hits_null,aff_ms
3939,mentioned_hits_null,aff_ms
3945,mentioned_hits_null,aff_ms
94059,mentioned_hits_null,aff_ms
3948,mentioned_hits_null,aff_ms
3954,mentioned_hits_null,aff_ms
3956,mentioned_hits_null,aff_ms
3958,mentioned_hits_null,aff_ms
3959,mentioned_hits_null,aff_ms
3960,mentioned_hits_null,aff_ms
3963,mentioned_hits_null,aff_ms
200576,mentioned_hits_null,aff_ms
94081,mentioned_hits_null,aff_ms
143241,mentioned_hits_null,aff_ms
3978,mentioned_hits_null,aff_ms
3980,mentioned_hits_null,aff_ms
3981,mentioned_hits_null,aff_ms
143244,mentioned_hits_null,aff_ms
3983,mentioned_hits_null,aff_ms
339855,mentioned_hits_null,aff_ms
3987,mentioned_hits_null,aff_ms
94104,mentioned_hits_null,aff_ms
3996,mentioned_hits_null,aff_ms
3998,mentioned_hits_null,aff_ms
4000,mentioned_hits_null,aff_ms
4001,mentioned_hits_null,aff_ms
4007,mentioned_hits_null,aff_ms
4008,mentioned_hits_null,aff_ms
642987,mentioned_hits_null,aff_ms
4012,mentioned_hits_null,aff_ms
151473,mentioned_hits_null,aff_ms
4023,mentioned_hits_null,aff_ms
4026,mentioned_hits_null,aff_ms
552900,mentioned_hits_null,aff_ms
4038,mentioned_hits_null,aff_ms
4040,mentioned_hits_null,aff_ms
4046,mentioned_hits_null,aff_ms
4047,mentioned_hits_null,aff_ms
4048,mentioned_hits_null,aff_ms
4052,mentioned_hits_null,aff_ms
4057,mentioned_hits_null,aff_ms
4067,mentioned_hits_null,aff_ms
4069,mentioned_hits_null,aff_ms
4072,mentioned_hits_null,aff_ms
4074,mentioned_hits_null,aff_ms
4076,mentioned_hits_null,aff_ms
4077,mentioned_hits_null,aff_ms
126961,mentioned_hits_null,aff_ms
4082,mentioned_hits_null,aff_ms
4084,mentioned_hits_null,aff_ms
4085,mentioned_hits_null,aff_ms
4086,mentioned_hits_null,aff_ms
4087,mentioned_hits_null,aff_ms
4088,mentioned_hits_null,aff_ms
4089,mentioned_hits_null,aff_ms
4090,mentioned_hits_null,aff_ms
4097,mentioned_hits_null,aff_ms
