gene_ncbi,pubmed_id,mentioned,mentioned_citations,hit
10318.0,21750679,True,True,True
6775.0,21750679,False,True,True
1012.0,21771975,True,True,True
164656.0,21785125,True,True,True
7018.0,21785125,False,True,True
3077.0,21785125,True,False,True
8028.0,21804547,True,True,True
6563.0,21824976,True,False,True
55937.0,21844665,True,True,True
10152.0,21862451,False,False,True
6051.0,21862451,False,False,True
590.0,21862451,True,True,True
4018.0,21900290,True,True,True
5340.0,21900290,False,False,True
64897.0,21908519,False,False,True
2530.0,21908519,False,False,True
4249.0,21908519,True,False,True
6927.0,21908519,False,True,True
2200.0,21909107,True,True,True
7157.0,21946351,True,True,True
83990.0,21964575,True,True,True
51196.0,22001756,False,True,True
4277.0,22001756,True,True,True
1952.0,22003152,False,False,True
8882.0,22003152,False,True,True
7941.0,22003152,True,True,True
3949.0,22003152,False,False,True
7015.0,22037553,True,True,True
4035.0,22055160,True,True,True
1012.0,22065538,True,True,True
1356.0,22075249,True,True,True
2212.0,22081228,True,True,True
79934.0,22081228,False,False,True
80271.0,22081228,False,True,True
5800.0,22126837,True,True,True
5156.0,22144915,True,True,True
54901.0,22290723,True,True,True
4299.0,22291604,True,True,True
9734.0,22306652,True,True,True
1959.0,22327514,True,True,True
5077.0,22341974,True,False,True
56261.0,22343285,True,False,True
4018.0,22368281,True,True,True
2066.0,22452962,True,True,True
286.0,22456796,True,True,True
5184.0,22479202,False,False,True
26354.0,22479202,False,False,True
1012.0,22479202,False,True,True
80790.0,22479202,False,True,True
55193.0,22479202,False,False,True
9370.0,22479202,True,True,True
23545.0,22479202,False,False,True
54657.0,22511988,False,False,True
54658.0,22511988,True,True,True
54659.0,22511988,False,False,True
54600.0,22511988,False,False,True
54575.0,22511988,False,False,True
54576.0,22511988,False,False,True
54577.0,22511988,False,False,True
54578.0,22511988,False,False,True
54579.0,22511988,False,False,True
407977.0,22558069,False,False,True
8741.0,22558069,True,True,True
2646.0,22558069,False,False,True
23495.0,22558069,True,False,True
