gene_ncbi,citation_count,pub_count_previous,year
539,20.0,0,1995
545,455.0,0,1995
549,123.0,0,1995
551,59.0,10,1995
553,9.0,0,1995
558,260.0,3,1995
567,20.0,15,1995
570,23.0,0,1995
581,1905.0,2,1995
590,3.0,12,1995
595,82.0,15,1995
596,52.0,26,1995
598,12.0,2,1995
602,89.0,6,1995
604,298.0,3,1995
608,104.0,1,1995
613,144.0,8,1995
618,14.0,2,1995
623,79.0,0,1995
627,120.0,5,1995
632,15.0,15,1995
633,174.5,7,1995
634,28.0,5,1995
640,19.5,0,1995
645,13.0,3,1995
649,23.0,5,1995
652,15.5,3,1995
672,76.0,13,1995
673,38.0,4,1995
675,1386.5,1,1995
677,15.0,2,1995
682,620.0,3,1995
683,27.0,3,1995
684,173.0,0,1995
686,64.0,4,1995
695,49.0,13,1995
706,2.0,2,1995
712,34.0,15,1995
716,42.0,12,1995
722,42.0,11,1995
728,60.0,11,1995
730,12.5,4,1995
731,7.0,7,1995
732,80.0,3,1995
735,25.0,4,1995
759,29.0,9,1995
762,43.0,5,1995
763,21.0,0,1995
767,8.0,1,1995
774,5.0,0,1995
776,64.0,2,1995
779,91.0,5,1995
780,15.0,1,1995
794,30.0,3,1995
799,35.0,4,1995
811,96.0,11,1995
820,328.5,1,1995
825,785.0,0,1995
831,53.0,7,1995
834,141.0,7,1995
835,36.0,1,1995
846,179.0,0,1995
859,191.0,0,1995
862,24.0,4,1995
864,49.0,1,1995
866,10.0,12,1995
867,160.0,4,1995
871,18.0,1,1995
873,30.0,5,1995
875,40.0,8,1995
881,74.0,0,1995
887,71.0,7,1995
890,130.5,13,1995
891,55.0,3,1995
894,8.0,1,1995
910,637.0,1,1995
911,800.0,7,1995
914,143.0,35,1995
916,46.0,8,1995
920,32.0,189,1995
923,20.5,9,1995
925,51.0,27,1995
928,67.5,7,1995
930,140.0,2,1995
945,34.0,2,1995
959,32.0,6,1995
960,79.0,13,1995
962,41.0,5,1995
965,7.0,5,1995
973,25.0,10,1995
983,340.0,34,1995
995,266.5,12,1995
996,29.0,1,1995
999,154.0,15,1995
1000,132.0,5,1995
1003,237.0,0,1995
1004,54.0,0,1995
1009,123.0,0,1995
1010,46.0,0,1995
1017,17.0,14,1995
1022,75.0,5,1995
1026,138.5,6,1995
1027,283.0,1,1995
1028,834.0,0,1995
1029,273.0,6,1995
1030,113.0,3,1995
1032,51.0,0,1995
1043,140.5,6,1995
1044,54.0,0,1995
1050,111.5,14,1995
1051,25.0,8,1995
1056,26.0,10,1995
1060,202.5,2,1995
1062,56.0,3,1995
1063,176.0,2,1995
1069,11.0,2,1995
1075,98.0,1,1995
1080,29.0,34,1995
1103,18.0,7,1995
1119,159.0,0,1995
1123,52.0,3,1995
1135,7.0,0,1995
1137,836.0,2,1995
1163,68.0,0,1995
1178,104.0,8,1995
1180,135.0,1,1995
1181,77.0,0,1995
1182,72.0,0,1995
1184,119.0,0,1995
1207,34.0,0,1995
1236,78.0,1,1995
1270,21.0,5,1995
1280,62.5,21,1995
1281,6.0,19,1995
1287,34.0,7,1995
1288,27.0,1,1995
1289,13.0,4,1995
1294,43.0,4,1995
1300,39.0,2,1995
1302,168.0,3,1995
1308,288.0,5,1995
1311,294.0,1,1995
1326,26.0,3,1995
1356,99.0,15,1995
1368,25.0,2,1995
1373,15.0,1,1995
1385,26.5,11,1995
1387,453.0,1,1995
1392,151.5,11,1995
1393,11.0,0,1995
1394,23.0,0,1995
1398,80.0,5,1995
1399,34.0,1,1995
1401,20.0,23,1995
1412,13.0,0,1995
1414,11.0,0,1995
1432,103.5,0,1995
1434,157.0,0,1995
1436,52.0,16,1995
1437,51.5,26,1995
1440,35.0,25,1995
1441,362.0,6,1995
1462,75.5,6,1995
1464,90.0,1,1995
1471,107.0,16,1995
1475,37.0,2,1995
1482,31.0,0,1995
1493,143.0,6,1995
1495,22.0,2,1995
1499,25.0,5,1995
1508,62.0,16,1995
1510,22.0,8,1995
1511,218.5,16,1995
1513,252.0,0,1995
1514,15.0,4,1995
1520,90.0,3,1995
1528,12.0,10,1995
1534,16.0,2,1995
1539,35.0,0,1995
1543,16.0,12,1995
1544,34.0,8,1995
1553,70.0,0,1995
1565,39.0,15,1995
1571,22.0,5,1995
1576,115.0,8,1995
1577,12.0,4,1995
1580,38.0,2,1995
1583,30.0,14,1995
1585,11.0,8,1995
1586,3.0,13,1995
1588,173.0,8,1995
1589,59.0,21,1995
1590,63.0,2,1995
1603,28.0,1,1995
1604,36.0,11,1995
1608,2.0,0,1995
1621,15.0,8,1995
1622,11.0,5,1995
1630,46.0,4,1995
1635,7.0,2,1995
1636,105.0,27,1995
1668,58.0,2,1995
1672,446.0,0,1995
1674,86.0,8,1995
1675,29.0,1,1995
1687,68.0,0,1995
1725,20.0,0,1995
1739,18.0,1,1995
1743,10.0,1,1995
1756,102.0,47,1995
1758,41.0,0,1995
1760,4.0,3,1995
1769,20.0,3,1995
1773,35.5,3,1995
1785,28.0,0,1995
1803,118.0,12,1995
1812,39.0,4,1995
1815,37.0,8,1995
1816,46.0,6,1995
1822,95.5,1,1995
1824,112.0,1,1995
1825,15.0,1,1995
1830,41.0,2,1995
1844,17.0,1,1995
1846,175.0,0,1995
1869,534.0,7,1995
1875,215.0,0,1995
1889,189.0,1,1995
1894,17.0,0,1995
1906,16.5,16,1995
1907,44.0,10,1995
1910,185.0,3,1995
1915,98.0,1,1995
1947,11.0,1,1995
1950,125.0,43,1995
1956,71.0,40,1995
1958,130.0,5,1995
1962,32.0,0,1995
1974,30.0,2,1995
1977,241.0,3,1995
1981,18.0,1,1995
1984,14.0,8,1995
1990,3.0,2,1995
1992,23.0,0,1995
2006,37.0,21,1995
2015,100.0,0,1995
2022,87.0,9,1995
2023,31.0,5,1995
2028,12.0,26,1995
2035,57.0,16,1995
2039,53.0,1,1995
2040,22.0,5,1995
2047,26.0,0,1995
2048,20.5,1,1995
2053,26.0,1,1995
2059,71.0,1,1995
2064,10.0,23,1995
2065,48.0,4,1995
2066,23.0,2,1995
2068,60.5,7,1995
2073,15.0,9,1995
2077,139.0,0,1995
2099,117.0,16,1995
2113,74.5,8,1995
2115,75.0,1,1995
2118,15.0,1,1995
2120,469.0,1,1995
2128,21.0,1,1995
2131,347.0,0,1995
2147,33.0,76,1995
2150,285.0,0,1995
2170,68.0,3,1995
2172,44.0,0,1995
2180,6.0,1,1995
2185,775.5,0,1995
2186,54.0,0,1995
2192,85.0,1,1995
2194,112.0,1,1995
2195,126.0,0,1995
2197,6.5,3,1995
2199,100.0,1,1995
2200,147.0,6,1995
2201,203.0,1,1995
2203,30.0,0,1995
2207,162.0,0,1995
2208,237.0,9,1995
2209,71.0,15,1995
2212,90.0,2,1995
2214,29.0,10,1995
2222,56.0,2,1995
2232,5.0,4,1995
2237,63.0,4,1995
2244,11.0,57,1995
2246,34.5,14,1995
2247,145.0,20,1995
2248,3.0,9,1995
2253,41.0,0,1995
2254,18.0,0,1995
2261,114.0,6,1995
2263,166.0,10,1995
2268,12.5,12,1995
2290,27.0,2,1995
2308,51.0,0,1995
2313,128.0,8,1995
2321,167.5,3,1995
2322,29.0,3,1995
2323,86.0,1,1995
2324,571.0,5,1995
2330,70.0,0,1995
2332,70.0,17,1995
2346,150.0,1,1995
2353,154.0,33,1995
2356,52.0,4,1995
2395,41.0,1,1995
2444,44.0,1,1995
2492,409.5,7,1995
2516,55.0,0,1995
2520,16.0,16,1995
2524,422.0,1,1995
2527,121.0,2,1995
2534,38.0,13,1995
2538,39.0,4,1995
2539,37.0,39,1995
2548,105.0,11,1995
2551,8.0,1,1995
2553,98.0,1,1995
2571,11.0,7,1995
2581,80.0,3,1995
2582,44.0,0,1995
2583,19.0,0,1995
2584,43.0,2,1995
2587,23.0,0,1995
2588,49.5,6,1995
2592,26.0,10,1995
2593,25.0,0,1995
2596,20.0,5,1995
2597,36.0,17,1995
2619,13.0,1,1995
2621,53.0,1,1995
2623,48.5,8,1995
2625,25.0,4,1995
2626,39.0,0,1995
2638,11.0,15,1995
2639,53.0,3,1995
2642,95.5,4,1995
2643,73.0,8,1995
2645,111.0,22,1995
2646,30.0,0,1995
2647,3.0,0,1995
2661,371.0,1,1995
2668,18.0,4,1995
2669,17.0,1,1995
2673,14.0,2,1995
2688,45.5,61,1995
2690,39.0,12,1995
2692,56.5,2,1995
2695,68.0,3,1995
2696,62.0,0,1995
2697,308.0,3,1995
2701,13.0,1,1995
2703,32.0,0,1995
2705,70.0,5,1995
2729,50.0,4,1995
2737,12.0,4,1995
2739,98.0,8,1995
2740,61.0,7,1995
2745,73.0,1,1995
2769,429.0,1,1995
2778,18.0,9,1995
2781,6.0,2,1995
2796,9.0,12,1995
2798,103.5,2,1995
2803,97.0,0,1995
2811,40.5,6,1995
2814,36.0,5,1995
2817,19.0,0,1995
2821,26.0,6,1995
2822,72.5,4,1995
2828,33.0,0,1995
2887,120.0,0,1995
2893,30.0,0,1995
2897,37.0,3,1995
2898,19.0,4,1995
2902,32.0,3,1995
2908,59.5,24,1995
2919,38.0,4,1995
2923,118.0,0,1995
2934,20.5,17,1995
2937,32.0,0,1995
2950,13.0,5,1995
2953,73.0,0,1995
2956,477.0,0,1995
2958,64.0,0,1995
2959,83.0,7,1995
2962,9.0,7,1995
2971,20.0,2,1995
2980,56.0,2,1995
2981,51.0,1,1995
2993,13.0,10,1995
3000,69.0,1,1995
3014,6.0,3,1995
3015,11.0,3,1995
3021,50.0,0,1995
3034,30.0,2,1995
3035,27.0,4,1995
3040,38.5,48,1995
3043,120.0,55,1995
3050,15.0,6,1995
3055,223.0,7,1995
3064,242.0,1,1995
3073,13.5,6,1995
3074,18.5,6,1995
3080,16.0,0,1995
3081,3.0,1,1995
3082,69.0,30,1995
3084,39.0,1,1995
3090,384.0,0,1995
3091,3043.0,2,1995
3093,12.0,1,1995
3098,22.5,11,1995
3099,4.0,0,1995
3105,19.0,19,1995
3106,38.0,33,1995
3107,154.0,20,1995
3109,9.0,1,1995
3113,32.0,2,1995
3115,3.0,14,1995
3117,55.0,5,1995
3119,23.0,4,1995
3122,59.0,11,1995
3123,10.0,25,1995
3131,87.0,3,1995
3141,84.0,1,1995
3145,60.5,18,1995
3150,16.0,7,1995
3161,16.0,1,1995
3162,196.5,2,1995
3163,62.0,2,1995
3164,39.0,2,1995
3170,116.0,0,1995
3178,132.0,4,1995
3181,75.0,0,1995
3183,33.0,8,1995
3198,28.0,0,1995
3204,25.0,3,1995
3206,91.0,1,1995
3217,55.0,1,1995
3221,10.0,1,1995
3232,44.0,3,1995
3234,56.0,2,1995
3242,4.0,2,1995
3248,15.0,0,1995
3250,138.0,1,1995
3251,11.0,32,1995
3274,17.0,1,1995
3291,99.0,1,1995
3292,24.5,4,1995
3294,29.0,2,1995
3297,132.0,2,1995
3308,168.0,21,1995
3312,29.0,3,1995
3315,12.0,6,1995
3336,18.0,3,1995
3340,37.0,0,1995
3346,29.0,1,1995
3350,40.0,4,1995
3352,25.0,5,1995
3357,33.0,1,1995
3358,188.0,1,1995
3363,46.0,0,1995
3371,51.0,14,1995
3375,15.0,12,1995
3376,15.0,1,1995
3381,26.0,4,1995
3383,52.0,37,1995
3385,35.0,6,1995
3397,65.5,0,1995
3400,49.0,0,1995
3423,30.0,9,1995
3425,41.0,14,1995
3426,10.0,3,1995
3428,57.0,1,1995
3439,332.0,7,1995
3440,17.0,8,1995
3458,18.0,43,1995
3479,46.0,26,1995
3480,525.0,2,1995
3481,30.0,28,1995
3482,209.0,4,1995
3490,188.0,0,1995
3552,15.0,45,1995
3554,64.0,2,1995
3558,45.0,73,1995
3559,35.5,14,1995
3561,52.5,5,1995
3566,217.0,4,1995
3567,85.0,12,1995
3569,23.0,56,1995
3574,45.0,7,1995
3576,92.0,34,1995
3581,65.0,2,1995
3586,132.0,12,1995
3587,17.0,0,1995
3589,76.0,2,1995
3592,29.0,4,1995
3596,98.0,9,1995
3604,116.0,3,1995
3605,675.0,0,1995
3614,26.0,1,1995
3627,566.0,3,1995
3630,40.0,116,1995
3636,38.0,0,1995
3643,15.0,68,1995
3645,19.0,1,1995
3651,32.0,0,1995
3658,167.0,1,1995
3674,65.0,4,1995
3683,54.0,17,1995
3688,88.5,2,1995
3691,300.0,1,1995
3697,3.0,0,1995
3699,139.0,0,1995
3700,42.0,133,1995
3708,57.0,1,1995
3712,44.0,3,1995
3716,8.0,9,1995
3718,106.0,3,1995
3726,10.0,12,1995
3730,6.0,3,1995
3736,79.0,2,1995
3741,173.0,2,1995
3745,15.0,0,1995
3757,1014.0,0,1995
3759,14.0,0,1995
3761,8.0,0,1995
3762,10.0,0,1995
3764,59.0,0,1995
3765,14.0,0,1995
3767,1456.0,0,1995
3768,11.0,0,1995
3791,13.0,1,1995
3815,111.0,29,1995
3836,139.0,1,1995
3838,314.0,1,1995
3845,53.0,16,1995
3852,32.5,3,1995
3853,186.0,0,1995
3857,61.0,4,1995
3858,172.0,5,1995
3861,58.0,6,1995
3868,107.0,0,1995
3875,55.0,10,1995
3895,48.0,0,1995
3897,38.0,7,1995
3906,76.0,4,1995
3908,516.0,2,1995
3909,92.0,1,1995
3910,112.0,1,1995
3913,41.0,1,1995
3914,59.0,1,1995
3929,18.0,3,1995
3931,10.0,22,1995
3932,45.0,38,1995
3938,5.0,6,1995
3948,11.0,2,1995
3949,37.0,49,1995
3952,456.0,0,1995
3956,238.0,5,1995
3958,20.0,6,1995
3959,12.0,2,1995
3963,114.0,0,1995
3973,90.0,3,1995
3977,47.0,3,1995
3980,101.0,1,1995
3984,94.0,0,1995
3988,39.0,6,1995
3998,97.0,1,1995
4001,95.0,0,1995
4014,143.0,6,1995
4015,107.0,7,1995
4018,42.0,12,1995
4023,89.0,41,1995
4026,23.0,0,1995
4036,7.0,2,1995
4043,138.5,6,1995
4046,38.0,3,1995
4047,46.5,0,1995
4048,30.0,10,1995
4053,21.0,1,1995
4056,41.0,4,1995
4059,94.0,4,1995
4060,126.5,0,1995
4065,733.0,0,1995
4070,97.0,0,1995
4121,25.0,1,1995
4122,69.0,0,1995
4128,12.0,17,1995
4129,68.0,4,1995
4130,7.0,1,1995
4133,67.0,9,1995
4134,64.0,3,1995
4137,338.0,16,1995
4143,55.0,0,1995
4145,47.0,3,1995
4155,127.0,24,1995
4157,716.0,3,1995
4161,19.0,0,1995
4171,19.0,2,1995
4179,74.5,11,1995
4185,45.0,1,1995
4192,50.0,5,1995
4193,555.0,7,1995
4199,9.5,4,1995
4211,260.0,0,1995
4223,17.0,0,1995
4233,353.0,4,1995
4237,30.0,0,1995
4238,42.0,0,1995
4241,80.0,7,1995
4247,61.0,0,1995
4248,37.0,1,1995
4254,44.0,13,1995
4261,179.0,0,1995
4282,40.0,9,1995
4283,318.0,1,1995
4284,10.0,1,1995
4287,73.5,0,1995
4292,121.0,1,1995
4294,50.0,0,1995
4297,22.0,5,1995
4301,14.0,1,1995
4306,36.0,4,1995
4311,74.5,7,1995
4313,80.0,4,1995
4314,175.0,1,1995
4316,249.0,4,1995
4318,60.0,3,1995
4320,61.0,2,1995
4321,129.0,0,1995
4323,251.5,0,1995
4330,110.0,0,1995
4340,28.0,1,1995
4353,68.0,19,1995
4358,15.0,1,1995
4361,108.0,0,1995
4436,296.5,5,1995
4437,70.5,1,1995
4477,20.0,11,1995
4478,53.0,4,1995
4486,36.0,2,1995
4488,27.0,2,1995
4489,9.0,0,1995
4515,28.0,2,1995
4520,75.0,1,1995
4521,121.5,1,1995
4524,213.0,1,1995
4528,43.0,0,1995
4543,65.0,0,1995
4582,198.0,9,1995
4586,90.0,1,1995
4599,105.0,3,1995
4601,107.0,5,1995
4602,92.0,25,1995
4603,34.0,5,1995
4605,78.0,7,1995
4607,311.0,2,1995
4609,22.5,76,1995
4613,144.0,20,1995
4622,70.0,0,1995
4624,53.0,4,1995
4638,44.0,2,1995
4644,11.0,1,1995
4647,720.0,1,1995
4654,81.5,9,1995
4671,809.0,0,1995
4673,24.0,1,1995
4684,209.0,11,1995
4691,80.0,3,1995
4693,48.0,2,1995
4703,201.0,6,1995
4713,9.0,0,1995
4729,34.5,0,1995
4741,81.0,2,1995
4763,17.0,37,1995
4771,46.5,9,1995
4773,352.0,2,1995
4774,62.0,1,1995
4778,15.5,6,1995
4779,29.0,2,1995
4790,49.0,33,1995
4791,74.0,11,1995
4792,829.5,4,1995
4796,32.0,0,1995
4811,7.0,1,1995
4828,191.0,4,1995
4830,44.5,16,1995
4831,59.0,6,1995
4837,43.0,1,1995
4842,82.0,3,1995
4843,33.0,3,1995
4846,84.0,5,1995
4852,30.0,9,1995
4879,19.5,1,1995
4881,27.0,1,1995
4885,85.0,0,1995
4899,29.5,2,1995
4900,35.5,0,1995
4907,75.5,5,1995
4908,39.0,1,1995
4915,20.0,4,1995
4922,56.0,6,1995
4948,42.0,2,1995
4953,7.0,13,1995
4956,21.0,0,1995
4978,14.0,0,1995
4986,117.0,2,1995
5008,97.0,7,1995
5009,11.0,19,1995
5016,75.0,0,1995
5018,6.0,1,1995
5021,23.0,3,1995
5030,159.0,1,1995
5034,60.0,4,1995
5037,46.5,1,1995
5047,226.0,12,1995
5048,16.0,0,1995
5054,433.0,17,1995
5055,70.0,7,1995
5062,65.0,0,1995
5066,12.0,8,1995
5068,13.0,1,1995
5076,320.0,3,1995
5077,42.0,12,1995
5079,117.0,1,1995
5080,27.0,11,1995
5089,18.0,1,1995
5091,13.0,4,1995
5092,43.0,2,1995
5104,10.0,12,1995
5106,43.0,0,1995
5110,16.5,1,1995
5111,209.5,32,1995
5122,53.0,7,1995
5126,29.0,3,1995
5134,29.0,0,1995
5144,33.0,0,1995
5145,229.0,0,1995
5146,18.0,0,1995
5155,8.0,15,1995
5156,37.0,2,1995
5158,174.5,2,1995
5168,42.5,2,1995
5172,76.0,0,1995
5175,80.0,5,1995
5179,31.0,5,1995
5199,54.0,3,1995
5213,13.0,2,1995
5239,28.0,0,1995
5241,42.0,8,1995
5245,26.5,4,1995
5250,6.0,1,1995
5255,1.0,3,1995
5256,28.0,4,1995
5260,7.0,0,1995
5265,57.0,47,1995
5266,61.0,8,1995
5269,25.5,0,1995
5273,47.0,0,1995
5277,40.0,0,1995
5281,14.0,0,1995
5289,300.0,1,1995
5310,369.5,1,1995
5313,22.0,2,1995
5319,21.0,20,1995
5321,46.0,6,1995
5327,33.0,19,1995
5328,81.5,5,1995
5329,73.0,5,1995
5331,14.0,1,1995
5332,27.0,0,1995
5333,75.0,0,1995
5340,67.0,19,1995
5341,48.0,1,1995
5347,206.0,2,1995
5354,5.0,13,1995
5357,43.0,1,1995
5360,118.0,0,1995
5367,27.0,5,1995
5371,69.5,3,1995
5376,52.5,9,1995
5395,39.0,0,1995
5422,27.0,17,1995
5423,15.0,9,1995
5424,24.0,6,1995
5434,114.5,0,1995
5436,66.0,0,1995
5443,18.0,29,1995
5449,25.0,17,1995
5450,245.0,0,1995
5451,27.0,9,1995
5454,24.0,2,1995
5456,52.0,1,1995
5468,271.0,0,1995
5473,71.0,23,1995
5481,24.0,1,1995
5498,78.5,0,1995
5499,8.0,0,1995
5510,38.0,0,1995
5511,102.0,1,1995
5524,133.0,2,1995
5544,13.0,3,1995
5550,45.0,1,1995
5553,25.0,9,1995
5577,57.0,3,1995
5578,72.0,6,1995
5580,542.0,3,1995
5588,17.0,0,1995
5591,72.5,3,1995
5593,29.0,0,1995
5594,390.0,3,1995
5598,282.0,0,1995
5607,184.0,0,1995
5609,1424.0,0,1995
5613,51.0,0,1995
5618,85.5,4,1995
5621,122.0,3,1995
5624,3.0,19,1995
5627,62.0,4,1995
5630,40.5,13,1995
5648,21.0,1,1995
5650,31.0,2,1995
5652,106.0,1,1995
5663,301.0,0,1995
5673,20.0,7,1995
5696,44.0,5,1995
5697,40.0,5,1995
5698,7.0,1,1995
5705,61.0,0,1995
5713,29.0,0,1995
5724,27.0,6,1995
5725,151.0,1,1995
5729,21.0,0,1995
5733,117.0,2,1995
5739,33.0,3,1995
5741,68.0,22,1995
5745,471.0,1,1995
5747,152.0,2,1995
5764,8.0,6,1995
5771,102.0,1,1995
5777,107.5,4,1995
5781,17.0,5,1995
5783,679.0,1,1995
5788,62.0,14,1995
5790,28.0,1,1995
5791,1.0,0,1995
5792,145.5,2,1995
5798,159.0,2,1995
5800,59.0,0,1995
5803,4.0,2,1995
5805,31.0,5,1995
5813,61.5,2,1995
5827,3.0,0,1995
5830,163.0,0,1995
5868,135.0,1,1995
5888,463.0,2,1995
5893,91.0,1,1995
5894,138.0,4,1995
5898,163.0,4,1995
5901,77.0,4,1995
5905,226.0,1,1995
5917,13.0,1,1995
5921,3.0,1,1995
5925,44.0,11,1995
5930,42.0,0,1995
5935,92.0,0,1995
5967,38.0,8,1995
5971,15.0,2,1995
5972,39.0,42,1995
5973,9.0,4,1995
5978,897.0,0,1995
5979,130.0,39,1995
5981,182.0,2,1995
5997,38.0,0,1995
6007,42.0,5,1995
6009,49.0,0,1995
6010,74.0,38,1995
6038,28.0,1,1995
6043,5.0,0,1995
6059,191.0,0,1995
6066,67.0,1,1995
6094,47.0,4,1995
6095,31.0,0,1995
6103,32.5,0,1995
6117,361.0,11,1995
6129,42.0,1,1995
6143,35.0,2,1995
6156,13.0,0,1995
6188,82.5,2,1995
6194,27.0,5,1995
6196,120.0,1,1995
6208,57.0,3,1995
6218,4.0,2,1995
6236,28.0,1,1995
6240,14.0,1,1995
6249,512.0,1,1995
6251,35.0,0,1995
6259,54.0,2,1995
6274,64.0,0,1995
6277,166.0,4,1995
6278,12.0,0,1995
6281,9.0,2,1995
6282,53.0,0,1995
6285,117.5,17,1995
6288,80.0,6,1995
6296,50.0,1,1995
6302,15.0,1,1995
6310,134.5,2,1995
6318,21.0,0,1995
6329,31.0,3,1995
6331,679.0,0,1995
6334,250.0,0,1995
6342,60.0,9,1995
6344,48.0,0,1995
6347,133.0,8,1995
6348,61.0,1,1995
6351,32.0,1,1995
6354,149.0,4,1995
6375,144.0,0,1995
6387,520.0,1,1995
6390,538.0,0,1995
6396,91.0,1,1995
6401,49.5,16,1995
6404,30.0,1,1995
6427,152.5,2,1995
6432,37.0,1,1995
6439,35.0,6,1995
6442,44.5,2,1995
6443,410.0,0,1995
6448,120.0,0,1995
6464,85.0,11,1995
6470,24.5,1,1995
6476,6.0,10,1995
6490,5.0,5,1995
6493,93.0,0,1995
6503,10.0,0,1995
6514,60.0,5,1995
6515,29.0,5,1995
6517,146.0,7,1995
6519,81.5,0,1995
6521,18.5,7,1995
6526,106.0,0,1995
6530,69.0,2,1995
6531,396.5,3,1995
6532,64.5,4,1995
6534,68.0,0,1995
6536,5.0,0,1995
6539,117.0,0,1995
6549,19.0,2,1995
6550,142.0,1,1995
6555,124.5,0,1995
6556,110.5,2,1995
6563,73.0,0,1995
6565,227.0,0,1995
6572,76.0,1,1995
6596,10.0,0,1995
6597,55.0,2,1995
6598,122.0,0,1995
6606,196.0,1,1995
6609,13.0,11,1995
6611,26.0,0,1995
6614,126.0,1,1995
6622,77.5,1,1995
6646,111.0,0,1995
6647,58.5,18,1995
6648,23.0,14,1995
6649,36.0,7,1995
6652,19.5,3,1995
6659,60.0,1,1995
6662,157.0,1,1995
6664,74.0,0,1995
6671,7.0,0,1995
6677,41.0,1,1995
6678,109.0,4,1995
6688,117.0,7,1995
6696,112.5,9,1995
6708,8.0,4,1995
6717,21.0,0,1995
6722,157.5,13,1995
6723,7.0,2,1995
6726,43.0,0,1995
6736,236.0,27,1995
6737,27.0,11,1995
6741,35.0,6,1995
6746,7.0,0,1995
6755,9.0,4,1995
6770,105.0,0,1995
6773,46.0,1,1995
6782,12.0,1,1995
6783,112.5,1,1995
6804,21.0,0,1995
6817,23.0,2,1995
6821,43.0,0,1995
6822,42.0,0,1995
6833,656.0,0,1995
6850,40.5,6,1995
6854,13.0,0,1995
6857,8.0,1,1995
6865,71.0,9,1995
6872,57.0,4,1995
6881,11.0,1,1995
6886,103.0,12,1995
6891,39.0,4,1995
6898,65.0,44,1995
6900,27.0,3,1995
6906,21.0,18,1995
6908,84.0,16,1995
6909,38.0,0,1995
6932,44.0,3,1995
6938,8.0,1,1995
6944,11.0,0,1995
6948,43.0,8,1995
6962,7.0,10,1995
6988,26.0,0,1995
6997,22.0,1,1995
6999,48.0,1,1995
7001,24.0,0,1995
7003,39.0,4,1995
7009,31.0,0,1995
7016,65.0,0,1995
7019,64.0,8,1995
7020,52.5,7,1995
7029,85.0,0,1995
7031,18.0,6,1995
7035,59.0,8,1995
7037,23.0,17,1995
7038,16.0,14,1995
7039,125.0,15,1995
7040,58.0,21,1995
7047,26.0,0,1995
7049,29.0,2,1995
7051,289.0,5,1995
7056,93.0,12,1995
7059,25.0,0,1995
7066,89.0,2,1995
7070,27.0,31,1995
7073,110.0,1,1995
7074,44.0,0,1995
7077,12.0,8,1995
7078,50.0,7,1995
7080,16.0,2,1995
7082,9.0,2,1995
7112,71.0,4,1995
7123,13.0,6,1995
7124,41.0,113,1995
7133,1017.0,3,1995
7134,13.0,3,1995
7139,74.0,1,1995
7141,14.0,5,1995
7157,130.5,98,1995
7158,103.0,0,1995
7168,57.0,2,1995
7169,8.0,0,1995
7170,252.0,2,1995
7172,155.0,3,1995
7173,80.0,6,1995
7187,272.0,1,1995
7220,478.0,0,1995
7247,188.0,0,1995
7249,32.0,0,1995
7253,21.0,14,1995
7264,12.0,0,1995
7270,50.0,1,1995
7274,296.5,0,1995
7276,64.0,38,1995
7295,18.0,10,1995
7297,5.0,1,1995
7298,98.0,9,1995
7299,55.0,28,1995
7301,18.0,2,1995
7310,15.0,0,1995
7328,16.0,1,1995
7332,18.0,0,1995
7337,666.0,2,1995
7356,50.0,2,1995
7374,227.0,6,1995
7375,90.0,0,1995
7386,7.0,1,1995
7389,34.0,11,1995
7390,68.0,4,1995
7392,35.0,0,1995
7401,109.0,0,1995
7408,279.5,2,1995
7409,11.0,7,1995
7412,170.0,18,1995
7414,167.0,8,1995
7422,135.5,12,1995
7428,42.0,5,1995
7430,368.0,7,1995
7432,71.0,14,1995
7436,143.0,3,1995
7447,21.0,0,1995
7448,13.0,25,1995
7450,87.0,42,1995
7454,103.0,0,1995
7465,143.0,5,1995
7474,47.0,1,1995
7490,62.0,25,1995
7498,22.0,3,1995
7507,218.0,9,1995
7515,97.0,3,1995
7516,37.5,0,1995
7517,223.0,0,1995
7518,193.0,0,1995
7520,39.5,4,1995
7535,22.0,8,1995
7538,14.0,3,1995
7634,67.0,0,1995
7644,35.0,0,1995
7702,65.0,0,1995
7704,111.0,1,1995
7706,41.0,0,1995
7718,25.0,0,1995
7726,54.0,0,1995
7786,4.0,1,1995
7799,160.0,0,1995
7812,1.0,1,1995
7827,99.0,0,1995
7832,38.0,0,1995
7841,69.0,0,1995
7849,67.0,2,1995
7852,99.0,2,1995
7881,109.0,0,1995
7905,7.0,0,1995
7984,7.0,0,1995
8028,111.0,0,1995
8078,244.0,0,1995
8087,120.5,0,1995
8091,391.0,1,1995
8100,13.0,0,1995
8125,10.0,2,1995
8128,135.0,0,1995
8161,0.0,5,1995
8165,158.0,0,1995
8174,8.0,3,1995
8187,12.0,0,1995
8190,71.0,0,1995
8192,42.0,0,1995
8243,24.0,0,1995
8284,307.0,0,1995
8399,173.0,0,1995
8406,50.0,0,1995
8411,596.0,0,1995
8428,170.0,0,1995
8448,87.5,0,1995
8531,49.0,1,1995
8536,158.0,0,1995
8581,129.0,0,1995
8717,3.0,0,1995
8761,66.0,0,1995
8772,2078.0,0,1995
8833,40.0,2,1995
8844,324.0,0,1995
8846,4.0,1,1995
8878,306.0,2,1995
8890,11.0,1,1995
8896,19.0,0,1995
8909,27.0,7,1995
9053,53.0,1,1995
9104,52.0,0,1995
9112,86.0,1,1995
9133,211.0,1,1995
