gene_ncbi,citation_count,pub_count_previous,year
1386,71.0,36,2007
1387,26.0,189,2007
1390,7.0,25,2007
1392,23.5,66,2007
1393,7.0,7,2007
1394,100.0,14,2007
1395,39.0,4,2007
1398,36.0,60,2007
1401,28.0,238,2007
1407,11.0,3,2007
1409,32.0,4,2007
1410,11.0,4,2007
1411,33.0,1,2007
1414,26.0,9,2007
1415,26.0,9,2007
1420,16.0,0,2007
1421,33.0,12,2007
1431,6.0,9,2007
1432,49.0,236,2007
1434,143.0,10,2007
1435,41.0,62,2007
1436,49.0,35,2007
1437,33.0,165,2007
1440,9.0,101,2007
1441,161.0,32,2007
1442,118.0,5,2007
1445,18.5,36,2007
1459,48.0,9,2007
1462,44.5,37,2007
1464,16.5,21,2007
1471,34.0,69,2007
1474,33.0,10,2007
1475,27.5,13,2007
1476,49.0,23,2007
1487,23.0,7,2007
1490,53.0,75,2007
1493,35.0,254,2007
1497,23.0,14,2007
1499,25.0,481,2007
1500,28.5,30,2007
1503,20.0,2,2007
1509,22.0,81,2007
1511,20.0,54,2007
1513,57.0,26,2007
1515,24.0,8,2007
1523,14.0,26,2007
1524,22.0,59,2007
1525,18.0,20,2007
1528,28.5,20,2007
1535,22.0,34,2007
1536,3.0,40,2007
1540,101.0,13,2007
1543,17.0,212,2007
1544,23.0,74,2007
1545,22.0,72,2007
1548,23.5,63,2007
1551,7.0,27,2007
1553,45.0,9,2007
1555,97.0,41,2007
1557,20.5,129,2007
1558,40.5,24,2007
1559,19.0,160,2007
1565,25.0,211,2007
1571,16.0,142,2007
1572,10.5,5,2007
1573,39.0,12,2007
1576,28.5,163,2007
1577,35.5,91,2007
1581,3.0,48,2007
1583,11.5,44,2007
1584,8.0,28,2007
1585,13.0,86,2007
1586,30.0,125,2007
1588,25.5,104,2007
1589,7.0,78,2007
1591,28.0,18,2007
1592,21.5,14,2007
1593,12.0,23,2007
1594,22.0,19,2007
1601,41.5,21,2007
1604,15.0,40,2007
1605,38.0,7,2007
1606,34.0,7,2007
1610,38.5,11,2007
1612,37.0,13,2007
1613,14.0,17,2007
1616,23.0,54,2007
1617,15.0,36,2007
1618,3.0,28,2007
1621,25.0,47,2007
1622,7.0,16,2007
1633,72.0,26,2007
1634,16.5,32,2007
1636,12.0,712,2007
1639,4.0,5,2007
1641,11.0,35,2007
1642,151.5,22,2007
1644,5.0,19,2007
1647,20.0,53,2007
1649,91.0,43,2007
1653,19.5,6,2007
1654,63.0,8,2007
1655,250.0,9,2007
1666,13.0,21,2007
1667,49.0,6,2007
1668,13.5,4,2007
1670,61.0,3,2007
1672,42.0,23,2007
1673,36.5,34,2007
1674,25.0,43,2007
1676,4.0,11,2007
1677,6.0,18,2007
1678,15.5,10,2007
1687,22.0,8,2007
1690,17.0,11,2007
1716,6.0,4,2007
1717,2.0,16,2007
1718,19.0,4,2007
1719,51.5,33,2007
1728,27.0,84,2007
1731,14.0,3,2007
1734,35.0,18,2007
1737,7.0,1,2007
1738,17.0,13,2007
1739,28.0,27,2007
1742,16.0,44,2007
1747,28.0,7,2007
1749,6.0,9,2007
1755,48.5,30,2007
1756,28.5,139,2007
1758,14.0,11,2007
1760,8.0,38,2007
1769,25.5,34,2007
1773,35.0,20,2007
1775,51.0,1,2007
1785,39.0,12,2007
1786,53.0,56,2007
1789,39.0,30,2007
1791,38.0,17,2007
1793,113.0,15,2007
1796,9.0,13,2007
1803,52.0,90,2007
1806,16.5,36,2007
1807,32.0,3,2007
1809,86.0,5,2007
1810,17.5,16,2007
1811,37.0,27,2007
1812,28.5,15,2007
1813,28.5,144,2007
1814,23.0,21,2007
1815,36.0,137,2007
1816,12.0,21,2007
1820,28.0,7,2007
1822,32.0,40,2007
1824,50.0,6,2007
1827,18.0,14,2007
1828,14.0,18,2007
1829,102.5,6,2007
1830,32.0,17,2007
1831,70.5,2,2007
1832,32.0,10,2007
1834,18.5,13,2007
1836,19.0,8,2007
1839,41.5,36,2007
1843,37.0,31,2007
1847,27.0,2,2007
1859,26.0,22,2007
1861,19.0,48,2007
1869,25.0,102,2007
1871,52.0,8,2007
1874,46.0,12,2007
1875,12.0,3,2007
1889,13.0,25,2007
1890,18.0,30,2007
1892,27.0,0,2007
1893,10.0,12,2007
1894,46.0,13,2007
1896,26.0,23,2007
1901,312.0,11,2007
1903,92.0,4,2007
1906,27.0,197,2007
1907,15.0,25,2007
1909,16.0,7,2007
1910,11.5,38,2007
1917,25.0,9,2007
1937,35.0,4,2007
1942,52.0,16,2007
1946,20.5,13,2007
1947,48.0,14,2007
1950,31.0,307,2007
1955,16.0,0,2007
1956,42.5,592,2007
1958,20.0,89,2007
1959,35.0,22,2007
1960,124.0,4,2007
1969,45.0,37,2007
1974,83.0,6,2007
1977,36.5,54,2007
1978,161.0,18,2007
1981,48.0,41,2007
1984,63.0,29,2007
1991,24.0,77,2007
1994,55.0,39,2007
1996,17.0,1,2007
1999,26.0,22,2007
2002,17.0,47,2007
2006,23.5,89,2007
2010,58.0,30,2007
2014,28.0,3,2007
2015,97.0,3,2007
2017,51.0,51,2007
2018,29.0,5,2007
2021,52.5,7,2007
2022,37.0,64,2007
2023,17.0,27,2007
2030,36.0,18,2007
2033,60.0,21,2007
2034,29.0,25,2007
2043,107.0,4,2007
2046,21.0,18,2007
2047,21.0,4,2007
2048,35.0,28,2007
2050,77.0,13,2007
2052,13.5,62,2007
2053,94.0,13,2007
2054,44.0,7,2007
2055,18.0,2,2007
2056,21.0,141,2007
2057,35.5,48,2007
2059,52.0,9,2007
2064,26.5,457,2007
2065,22.0,62,2007
2066,28.0,54,2007
2067,86.0,54,2007
2068,19.0,109,2007
2069,45.0,32,2007
2070,33.5,5,2007
2071,11.0,39,2007
2072,27.0,23,2007
2078,33.0,39,2007
2079,16.0,2,2007
2081,513.0,14,2007
2091,44.0,11,2007
2099,29.5,754,2007
2100,41.0,13,2007
2101,61.0,14,2007
2110,209.5,2,2007
2113,33.0,72,2007
2114,1.0,29,2007
2118,21.0,23,2007
2120,27.5,61,2007
2122,52.5,24,2007
2131,3.0,27,2007
2132,4.0,15,2007
2138,11.0,17,2007
2146,61.0,26,2007
2147,10.0,510,2007
2149,22.5,80,2007
2150,26.0,69,2007
2152,20.5,135,2007
2153,6.0,221,2007
2155,6.0,20,2007
2157,35.0,58,2007
2158,6.0,12,2007
2159,36.0,55,2007
2160,10.5,14,2007
2161,21.0,20,2007
2162,25.5,15,2007
2166,47.0,10,2007
2167,118.0,6,2007
2168,28.0,9,2007
2169,9.0,28,2007
2170,74.0,8,2007
2173,98.5,6,2007
2177,47.5,19,2007
2182,22.0,9,2007
2184,12.0,17,2007
2185,33.0,156,2007
2189,6.0,19,2007
2194,67.5,35,2007
2195,42.0,12,2007
2200,22.0,83,2007
2204,38.0,14,2007
2207,23.0,17,2007
2208,108.0,18,2007
2209,3.0,50,2007
2212,8.0,70,2007
2213,36.0,19,2007
2214,5.0,58,2007
2215,322.0,18,2007
2217,24.0,44,2007
2219,26.5,3,2007
2220,43.0,5,2007
2222,77.0,5,2007
2224,25.0,8,2007
2230,34.0,1,2007
2235,28.5,28,2007
2237,99.0,52,2007
2241,21.0,10,2007
2244,21.0,194,2007
2245,21.0,17,2007
2246,27.0,55,2007
2247,20.0,181,2007
2248,42.0,15,2007
2249,37.0,25,2007
2252,30.0,48,2007
2254,32.0,9,2007
2255,15.5,18,2007
2260,88.5,60,2007
2261,23.0,113,2007
2263,26.5,83,2007
2264,45.5,32,2007
2266,29.0,7,2007
2271,1.0,16,2007
2272,3.0,106,2007
2273,146.0,6,2007
2274,9.0,20,2007
2275,33.0,7,2007
2277,12.0,19,2007
2280,26.5,8,2007
2281,75.0,13,2007
2290,46.0,8,2007
2296,12.5,26,2007
2298,14.0,2,2007
2302,16.0,6,2007
2303,282.0,22,2007
2304,47.0,14,2007
2308,32.0,54,2007
2309,80.5,30,2007
2312,60.0,10,2007
2313,22.0,43,2007
2315,3.0,9,2007
2316,71.0,45,2007
2317,64.0,13,2007
2318,112.0,38,2007
2319,71.0,8,2007
2321,19.5,68,2007
2322,9.0,93,2007
2324,18.0,41,2007
2326,24.0,7,2007
2328,28.0,22,2007
2331,48.0,11,2007
2332,39.0,129,2007
2335,15.0,262,2007
2346,23.0,38,2007
2348,37.0,15,2007
2353,42.0,155,2007
2354,80.0,23,2007
2357,16.0,26,2007
2358,23.0,23,2007
2395,75.0,42,2007
2475,91.0,152,2007
2487,19.0,5,2007
2488,26.0,6,2007
2492,24.0,57,2007
2494,113.0,27,2007
2516,88.0,46,2007
2520,11.5,59,2007
2524,24.0,19,2007
2525,7.0,17,2007
2526,26.0,11,2007
2530,84.0,10,2007
2532,22.5,12,2007
2534,83.5,86,2007
2538,18.5,35,2007
2539,3.5,100,2007
2547,14.5,26,2007
2548,7.0,39,2007
2549,80.0,34,2007
2553,5.0,7,2007
2555,52.0,7,2007
2556,154.0,5,2007
2559,2.0,3,2007
2561,38.0,3,2007
2562,13.0,11,2007
2566,44.0,10,2007
2571,153.0,24,2007
2572,10.0,20,2007
2584,8.0,12,2007
2588,26.5,23,2007
2591,25.0,6,2007
2592,13.0,27,2007
2593,18.5,7,2007
2596,74.0,16,2007
2597,37.5,61,2007
2617,47.0,8,2007
2618,3.0,5,2007
2619,24.0,8,2007
2621,40.0,26,2007
2623,49.0,68,2007
2624,6.0,24,2007
2625,76.0,40,2007
2626,58.5,38,2007
2627,13.5,27,2007
2629,35.0,23,2007
2638,23.0,48,2007
2641,11.5,48,2007
2643,41.0,46,2007
2645,35.0,54,2007
2650,5.0,8,2007
2657,50.0,3,2007
2660,46.0,16,2007
2661,58.0,16,2007
2662,49.0,7,2007
2668,19.0,79,2007
2669,32.0,6,2007
2670,23.5,50,2007
2673,40.5,13,2007
2677,40.0,6,2007
2688,11.5,224,2007
2690,14.5,78,2007
2691,59.0,41,2007
2692,34.0,19,2007
2693,55.0,17,2007
2694,43.0,9,2007
2695,54.0,14,2007
2696,32.5,9,2007
2697,45.5,89,2007
2700,23.5,10,2007
2701,24.5,11,2007
2702,73.0,18,2007
2703,41.0,8,2007
2705,26.0,63,2007
2706,38.0,179,2007
2707,11.0,13,2007
2717,32.0,38,2007
2719,26.0,19,2007
2720,17.0,26,2007
2731,42.0,11,2007
2735,807.0,43,2007
2736,72.0,13,2007
2737,6.0,23,2007
2740,317.0,21,2007
2741,11.0,12,2007
2745,17.0,30,2007
2764,0.0,5,2007
2770,33.0,10,2007
2776,16.0,23,2007
2778,19.0,74,2007
2779,18.0,2,2007
2784,18.5,95,2007
2796,51.0,62,2007
2797,19.0,11,2007
2798,26.0,41,2007
2799,19.0,3,2007
2800,9.0,2,2007
2801,128.0,9,2007
2805,15.0,3,2007
2806,60.0,2,2007
2810,10.5,33,2007
2811,8.5,52,2007
2813,11.0,6,2007
2815,6.0,10,2007
2821,26.0,31,2007
2822,5.5,46,2007
2828,23.0,4,2007
2829,32.0,3,2007
2833,14.5,72,2007
2837,8.0,13,2007
2846,125.0,0,2007
2852,85.5,13,2007
2863,119.0,2,2007
2864,70.0,8,2007
2867,70.0,2,2007
2874,66.0,4,2007
2875,8.0,15,2007
2876,69.5,29,2007
2878,101.0,12,2007
2879,54.0,18,2007
2885,31.0,135,2007
2886,36.5,24,2007
2890,23.5,8,2007
2891,37.0,17,2007
2892,30.5,5,2007
2894,49.0,0,2007
2896,65.0,21,2007
2898,30.5,16,2007
2899,51.0,8,2007
2902,30.0,29,2007
2904,34.5,26,2007
2908,30.0,201,2007
2911,78.0,11,2007
2913,64.0,11,2007
2916,48.0,1,2007
2919,14.0,32,2007
2920,20.0,3,2007
2921,10.0,2,2007
2922,35.0,37,2007
2923,38.5,18,2007
2925,18.0,12,2007
2931,99.0,47,2007
2932,32.0,73,2007
2934,11.0,68,2007
2938,22.0,21,2007
2941,22.0,8,2007
2944,16.0,327,2007
2947,42.0,11,2007
2950,20.0,137,2007
2953,11.0,2,2007
2956,14.0,42,2007
2957,12.0,13,2007
2969,19.0,22,2007
2975,28.0,9,2007
2981,2.0,10,2007
2993,0.0,25,2007
2997,12.0,4,2007
3000,21.0,16,2007
3001,31.0,10,2007
3002,43.0,73,2007
3003,56.0,5,2007
3014,21.0,37,2007
3015,132.0,7,2007
3026,17.0,7,2007
3028,47.0,9,2007
3035,14.0,8,2007
3037,78.0,9,2007
3040,51.0,102,2007
3043,22.5,142,2007
3047,14.5,55,2007
3052,23.0,3,2007
3054,32.5,38,2007
3055,18.5,34,2007
3060,22.5,10,2007
3061,18.0,1,2007
3062,12.0,3,2007
3064,31.0,81,2007
3065,100.0,61,2007
3066,42.0,17,2007
3068,49.0,10,2007
3074,13.0,13,2007
3077,15.0,199,2007
3082,9.0,206,2007
3084,50.0,45,2007
3087,169.0,11,2007
3090,123.0,17,2007
3091,49.0,307,2007
3093,57.0,6,2007
3094,10.0,9,2007
3098,3.0,26,2007
3105,25.5,150,2007
3106,15.5,244,2007
3107,20.0,97,2007
3110,17.0,7,2007
3115,39.0,82,2007
3117,7.0,99,2007
3119,10.0,199,2007
3123,16.0,531,2007
3133,77.5,44,2007
3135,32.5,111,2007
3145,3.0,48,2007
3146,63.0,42,2007
3155,7.0,6,2007
3156,15.0,28,2007
3159,30.0,36,2007
3161,129.0,11,2007
3162,51.0,158,2007
3163,65.0,9,2007
3164,22.5,56,2007
3169,175.0,19,2007
3172,27.0,142,2007
3176,10.0,17,2007
3183,42.0,33,2007
3190,69.0,23,2007
3195,22.5,5,2007
3198,51.5,14,2007
3204,23.0,21,2007
3205,73.0,30,2007
3206,51.5,27,2007
3209,20.0,8,2007
3212,8.0,7,2007
3214,22.5,6,2007
3217,3.0,13,2007
3229,8.0,0,2007
3236,13.0,4,2007
3239,14.5,14,2007
3240,15.5,73,2007
3250,50.0,4,2007
3251,27.5,63,2007
3263,18.0,26,2007
3265,32.0,55,2007
3266,23.0,1,2007
3267,271.0,10,2007
3270,66.0,1,2007
3274,16.0,6,2007
3291,24.5,33,2007
3292,23.0,22,2007
3294,12.0,13,2007
3297,42.0,44,2007
3303,86.0,26,2007
3306,9.5,5,2007
3308,26.0,141,2007
3309,55.5,53,2007
3311,30.0,4,2007
3312,44.0,39,2007
3315,32.0,59,2007
3316,2.0,12,2007
3320,78.5,164,2007
3326,5.0,2,2007
3329,29.0,41,2007
3337,50.0,7,2007
3339,2.0,7,2007
3346,34.0,2,2007
3350,56.0,22,2007
3356,26.0,111,2007
3358,39.0,14,2007
3359,18.0,12,2007
3371,18.0,74,2007
3373,103.0,7,2007
3375,88.0,49,2007
3383,17.0,269,2007
3385,26.0,33,2007
3397,28.0,44,2007
3400,14.0,7,2007
3416,35.0,35,2007
3423,3.5,40,2007
3426,33.0,9,2007
3428,18.5,17,2007
3431,18.5,4,2007
3439,9.0,75,2007
3440,11.0,35,2007
3451,0.0,4,2007
3454,33.0,22,2007
3456,74.0,48,2007
3458,31.0,520,2007
3459,20.0,18,2007
3476,27.0,7,2007
3479,27.0,346,2007
3480,27.0,71,2007
3481,27.0,141,2007
3482,38.0,28,2007
3483,42.0,0,2007
3484,3.0,55,2007
3485,27.0,37,2007
3486,43.5,136,2007
3487,16.0,23,2007
3488,20.0,29,2007
3489,13.0,12,2007
3490,41.0,16,2007
3491,20.0,35,2007
3493,35.0,16,2007
3495,8.0,6,2007
3497,34.5,45,2007
3549,8.0,13,2007
3551,63.0,26,2007
3552,23.0,457,2007
3553,17.5,340,2007
3557,13.0,175,2007
3558,14.0,318,2007
3559,130.0,47,2007
3560,22.5,33,2007
3561,12.0,24,2007
3562,58.5,75,2007
3565,19.0,345,2007
3566,16.0,72,2007
3567,25.5,88,2007
3568,39.0,10,2007
3569,31.0,770,2007
3570,39.0,36,2007
3572,53.0,58,2007
3574,15.0,59,2007
3575,357.0,19,2007
3576,34.0,410,2007
3577,19.0,24,2007
3579,65.0,45,2007
3586,25.0,536,2007
3587,15.0,10,2007
3589,70.0,34,2007
3592,36.0,17,2007
3593,37.0,43,2007
3594,31.0,12,2007
3596,44.0,155,2007
3597,13.0,5,2007
3598,90.0,6,2007
3600,46.0,103,2007
3601,81.0,8,2007
3603,25.0,37,2007
3604,40.5,24,2007
3605,91.0,34,2007
3606,28.0,187,2007
3609,42.5,12,2007
3611,26.0,43,2007
3613,16.0,9,2007
3615,43.0,2,2007
3617,4.0,7,2007
3620,38.0,28,2007
3622,32.0,10,2007
3623,31.0,7,2007
3627,37.0,81,2007
3630,26.0,1077,2007
3635,11.0,31,2007
3636,29.0,17,2007
3640,33.0,14,2007
3642,0.0,9,2007
3643,75.0,182,2007
3646,46.0,16,2007
3651,30.0,41,2007
3654,39.0,30,2007
3655,45.0,6,2007
3658,18.0,11,2007
3659,13.0,68,2007
3660,20.0,21,2007
3661,115.0,52,2007
3663,76.5,10,2007
3664,8.0,18,2007
3665,18.0,19,2007
3667,21.0,103,2007
3672,29.5,7,2007
3673,30.0,23,2007
3674,0.0,27,2007
3676,12.0,9,2007
3678,100.0,8,2007
3679,48.5,5,2007
3683,15.0,79,2007
3684,206.0,56,2007
3685,19.0,34,2007
3688,42.0,110,2007
3689,33.5,24,2007
3690,5.0,35,2007
3691,15.0,16,2007
3692,349.0,7,2007
3699,20.5,2,2007
3700,50.0,404,2007
3704,48.5,7,2007
3705,31.0,3,2007
3708,204.0,15,2007
3709,168.0,0,2007
3712,24.0,8,2007
3717,33.0,117,2007
3718,26.0,47,2007
3720,26.0,0,2007
3725,25.5,240,2007
3726,52.0,96,2007
3730,25.5,16,2007
3732,5.5,16,2007
3735,34.0,11,2007
3736,24.0,19,2007
3737,58.0,1,2007
3738,31.0,14,2007
3741,76.0,20,2007
3745,21.0,11,2007
3746,119.0,15,2007
3748,75.0,2,2007
3752,58.0,18,2007
3753,25.0,17,2007
3756,36.0,7,2007
3757,24.0,78,2007
3758,11.0,19,2007
3759,11.0,24,2007
3762,24.0,2,2007
3767,13.5,47,2007
3776,14.0,13,2007
3778,49.0,11,2007
3779,50.0,11,2007
3783,39.5,20,2007
3784,67.0,66,2007
3785,8.0,25,2007
3791,25.5,115,2007
3799,89.0,5,2007
3802,14.0,4,2007
3804,2.0,7,2007
3805,27.5,52,2007
3809,40.5,5,2007
3811,62.5,14,2007
3812,11.5,7,2007
3814,61.0,18,2007
3815,28.0,184,2007
3816,14.0,23,2007
3818,22.0,12,2007
3820,4.0,11,2007
3821,14.5,34,2007
3831,9.0,5,2007
3832,46.0,9,2007
3838,43.0,8,2007
3842,45.0,4,2007
3843,2.0,5,2007
3845,23.5,160,2007
3848,20.0,22,2007
3849,3.0,14,2007
3851,83.0,8,2007
3852,11.0,32,2007
3859,11.0,10,2007
3860,1.0,8,2007
3866,22.0,5,2007
3875,65.5,34,2007
3880,17.0,13,2007
3902,37.0,15,2007
3903,40.0,13,2007
3914,70.0,12,2007
3915,57.0,5,2007
3925,43.0,37,2007
3927,67.0,5,2007
3929,8.0,32,2007
3931,73.0,53,2007
3932,25.5,151,2007
3933,15.0,8,2007
3934,113.0,16,2007
3936,58.5,8,2007
3937,31.0,38,2007
3938,26.0,24,2007
3948,12.0,4,2007
3949,23.5,231,2007
3952,23.0,352,2007
3953,33.0,110,2007
3954,50.0,2,2007
3956,30.0,64,2007
3957,16.0,5,2007
3958,51.0,80,2007
3960,47.5,9,2007
3964,137.0,8,2007
3965,57.0,12,2007
3973,9.0,27,2007
3976,43.0,48,2007
3980,15.0,10,2007
3987,11.0,6,2007
3990,7.0,87,2007
3996,31.0,5,2007
3998,23.0,17,2007
4000,27.0,104,2007
4001,73.0,7,2007
4005,61.0,13,2007
4010,12.5,15,2007
4012,21.0,25,2007
4016,255.5,0,2007
4018,16.0,92,2007
4023,17.5,197,2007
4035,30.0,72,2007
4036,131.0,18,2007
4040,212.0,16,2007
4041,32.5,42,2007
4043,2.0,33,2007
4049,11.0,58,2007
4051,37.0,72,2007
4056,89.0,28,2007
4057,37.0,11,2007
4059,36.5,12,2007
4064,26.0,2,2007
4066,33.0,3,2007
4067,31.0,45,2007
4068,3.0,50,2007
4069,68.0,42,2007
4070,9.5,10,2007
4072,27.0,22,2007
4085,6.0,40,2007
4086,23.5,18,2007
4087,18.0,50,2007
4088,42.0,78,2007
4089,31.0,121,2007
4092,154.0,59,2007
4094,32.0,21,2007
4102,22.0,8,2007
4103,11.0,5,2007
4118,11.0,19,2007
4128,41.0,107,2007
4129,35.0,32,2007
4133,8.0,31,2007
4137,51.0,344,2007
4140,38.0,7,2007
4144,71.0,4,2007
4145,6.0,14,2007
4148,34.0,9,2007
4151,58.0,21,2007
4152,33.0,16,2007
4153,22.0,140,2007
4155,22.0,52,2007
4157,32.0,61,2007
4158,47.0,18,2007
4159,55.0,12,2007
4160,28.0,54,2007
4162,28.0,25,2007
4172,31.0,9,2007
4173,4.0,8,2007
4175,5.0,4,2007
4179,27.0,41,2007
4192,13.0,28,2007
4193,44.0,281,2007
4194,82.0,26,2007
4204,36.0,101,2007
4205,12.5,42,2007
4210,33.0,59,2007
4211,208.0,10,2007
4212,21.0,1,2007
4217,17.0,50,2007
4218,76.0,5,2007
4221,31.0,86,2007
4232,89.0,22,2007
4233,50.0,78,2007
4237,9.0,7,2007
4240,28.0,11,2007
4241,23.0,15,2007
4245,4.0,1,2007
4249,18.0,10,2007
4250,89.0,5,2007
4254,20.0,132,2007
4255,31.0,65,2007
4256,52.0,21,2007
4261,19.0,53,2007
4277,27.0,22,2007
4281,38.0,12,2007
4282,32.0,116,2007
4283,40.0,27,2007
4286,16.5,45,2007
4287,73.0,39,2007
4291,8.0,5,2007
4292,24.0,177,2007
4295,64.0,12,2007
4297,148.5,110,2007
4301,15.0,18,2007
4303,85.0,9,2007
4306,33.0,39,2007
4311,25.0,47,2007
4312,35.0,144,2007
4313,32.0,200,2007
4314,19.0,73,2007
4316,30.0,57,2007
4317,68.0,20,2007
4318,29.0,289,2007
4319,14.0,10,2007
4321,28.0,23,2007
4322,45.0,44,2007
4323,26.0,86,2007
4325,18.0,4,2007
4327,5.0,20,2007
4330,113.0,3,2007
4340,12.0,16,2007
4345,71.0,10,2007
4350,16.0,13,2007
4352,75.0,30,2007
4353,15.0,137,2007
4354,33.0,7,2007
4359,14.0,38,2007
4360,47.0,11,2007
4361,253.0,57,2007
4363,12.0,81,2007
4435,19.5,7,2007
4436,15.0,147,2007
4477,10.0,22,2007
4478,60.0,31,2007
4481,37.0,15,2007
4482,38.0,7,2007
4485,108.0,21,2007
4486,25.0,14,2007
4487,6.0,24,2007
4502,21.0,9,2007
4522,32.5,9,2007
4524,23.0,624,2007
4528,17.0,3,2007
4534,31.0,27,2007
4544,104.0,2,2007
4547,44.5,28,2007
4548,16.0,33,2007
4552,27.0,30,2007
4582,30.0,142,2007
4583,2.0,52,2007
4585,43.5,40,2007
4586,14.5,35,2007
4589,67.0,10,2007
4595,21.5,40,2007
4598,32.0,14,2007
4599,41.0,32,2007
4602,71.0,69,2007
4605,7.0,31,2007
4609,44.0,430,2007
4613,18.0,66,2007
4615,57.0,32,2007
4624,40.0,12,2007
4625,39.0,4,2007
4627,20.5,26,2007
4629,12.0,12,2007
4638,47.0,30,2007
4644,18.5,16,2007
4646,42.0,17,2007
4647,6.0,26,2007
4650,24.0,10,2007
4653,13.0,78,2007
4661,36.0,9,2007
4671,21.0,14,2007
4680,376.0,10,2007
4683,31.0,72,2007
4684,43.0,51,2007
4691,89.5,50,2007
4693,21.0,11,2007
4694,97.0,5,2007
4703,31.0,27,2007
4706,58.0,1,2007
4722,120.0,3,2007
4734,105.0,27,2007
4745,98.0,5,2007
4747,54.0,8,2007
4751,80.0,15,2007
4759,60.0,3,2007
4760,19.0,34,2007
4762,11.0,1,2007
4763,27.0,171,2007
4771,21.0,68,2007
4780,48.0,57,2007
4790,38.0,1029,2007
4792,29.0,114,2007
4795,20.0,9,2007
4799,55.0,2,2007
4800,1.0,10,2007
4801,5.0,2,2007
4803,21.0,66,2007
4804,47.0,37,2007
4807,1.0,4,2007
4810,19.0,2,2007
4826,16.0,6,2007
4830,12.0,98,2007
4831,14.0,20,2007
4836,9.0,7,2007
4837,11.0,8,2007
4838,29.0,13,2007
4841,81.0,15,2007
4842,7.0,47,2007
4843,20.0,157,2007
4846,24.5,404,2007
4851,48.0,88,2007
4852,11.0,71,2007
4853,71.0,11,2007
4854,47.0,28,2007
4855,8.0,34,2007
4856,49.0,25,2007
4860,10.0,16,2007
4862,90.5,4,2007
4864,32.0,24,2007
4868,12.0,46,2007
4869,24.0,61,2007
4878,11.5,29,2007
4879,15.5,49,2007
4880,8.0,18,2007
4882,49.0,3,2007
4885,20.0,1,2007
4887,5.0,3,2007
4889,6.0,3,2007
4891,70.0,21,2007
4893,149.0,47,2007
4897,26.0,10,2007
4901,32.0,15,2007
4904,37.0,38,2007
4905,17.0,12,2007
4907,60.0,16,2007
4913,55.0,12,2007
4914,23.5,79,2007
4915,28.0,29,2007
4920,42.0,9,2007
4921,56.5,6,2007
4922,28.0,26,2007
4923,10.0,11,2007
4924,38.0,5,2007
4926,30.5,24,2007
4927,4.0,7,2007
4929,40.5,34,2007
4935,41.0,1,2007
4946,8.0,1,2007
4948,29.0,14,2007
4952,117.5,16,2007
4953,10.5,39,2007
4957,12.0,1,2007
4968,46.5,88,2007
4973,20.0,34,2007
4976,64.5,42,2007
4978,32.0,3,2007
4982,28.5,96,2007
4983,11.0,7,2007
4986,39.0,15,2007
4987,21.0,8,2007
4988,40.0,28,2007
5004,2.0,7,2007
5007,114.0,10,2007
5008,68.5,48,2007
5009,5.5,42,2007
5015,17.0,9,2007
5018,65.0,3,2007
5019,11.0,4,2007
5021,153.5,25,2007
5023,19.0,9,2007
5025,182.0,0,2007
5027,29.0,29,2007
5028,38.0,19,2007
5029,16.0,6,2007
5032,86.0,1,2007
5034,19.0,35,2007
5036,25.5,13,2007
5045,29.0,66,2007
5046,15.0,19,2007
5047,17.0,34,2007
5048,32.0,30,2007
5049,2.0,1,2007
5052,27.0,7,2007
5053,36.0,98,2007
5054,20.5,289,2007
5055,13.0,31,2007
5058,43.0,45,2007
5062,7.0,22,2007
5063,42.0,6,2007
5069,25.0,43,2007
5071,16.0,19,2007
5073,27.0,5,2007
5074,44.5,18,2007
5076,64.0,38,2007
5077,14.0,55,2007
5078,49.5,15,2007
5079,26.0,29,2007
5080,23.5,91,2007
5083,26.0,21,2007
5093,79.0,7,2007
5094,20.0,4,2007
5104,16.0,24,2007
5111,46.0,262,2007
5116,38.0,10,2007
5118,61.0,7,2007
5122,28.0,28,2007
5126,23.0,10,2007
5133,24.0,21,2007
5140,77.0,11,2007
5141,76.0,8,2007
5142,71.0,6,2007
5144,13.0,17,2007
5154,77.5,23,2007
5155,15.0,28,2007
5156,48.5,37,2007
5158,31.0,9,2007
5159,103.5,18,2007
5163,92.0,24,2007
5165,22.0,2,2007
5167,26.0,28,2007
5168,42.0,25,2007
5172,35.5,29,2007
5173,38.0,15,2007
5174,18.0,11,2007
5175,12.5,67,2007
5176,21.0,54,2007
5184,40.0,11,2007
5187,18.0,4,2007
5196,46.5,32,2007
5209,13.0,12,2007
5218,49.0,3,2007
5228,33.0,33,2007
5230,15.0,6,2007
5232,33.0,4,2007
5241,26.0,116,2007
5243,24.5,357,2007
5244,82.0,28,2007
5245,45.5,27,2007
5251,23.0,23,2007
5256,9.0,18,2007
5265,20.5,142,2007
5266,73.0,31,2007
5268,24.0,51,2007
5270,105.0,10,2007
5274,18.0,10,2007
5286,27.0,5,2007
5289,45.0,11,2007
5290,81.5,66,2007
5291,324.0,13,2007
5292,22.0,33,2007
5294,114.5,13,2007
5300,41.0,43,2007
5307,26.0,3,2007
5308,20.5,48,2007
5309,37.0,6,2007
5310,24.0,70,2007
5311,33.5,42,2007
5314,48.0,14,2007
5317,36.0,11,2007
